time_s,speed_target_rad_s,load_torque_Nm,hall_invalid,effective_duty,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad,duty_cmd,hall_a,hall_b,hall_c,hall_code,hall_decoded_sector,hall_transition_class,hall_legal_event,hall_direction,hall_speed_feedback_rad_s,hall_timeout,hall_enable,hall_fault,hall_edge_count,gate_ah,gate_al,gate_bh,gate_bl,gate_ch,gate_cl,gate_all_off
0.0001,60.0,0.0,0.0,0.4848,0.18088347135226646,-0.18088347135226646,0.0,0.06175913134565041,-11.979876034248358,11.976490769772646,30.003804974797404,0.07259521821781457,0.0,-1.0,0.0,0.0,-17.935549221224,17.935549221224,0.0030001592735789413,0.4848,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00011,60.0,0.0,0.0,0.48528,0.2270139159649501,-0.2270139159649501,0.0,0.0679367990625157,-11.980203264720561,11.976479579629961,30.00420079255489,0.0911570841324417,1.0,-1.0,0.0,48.0,-41.932612812458984,-6.067387187541014,0.003300199211506278,0.48528,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00012,60.0,0.0,0.0,0.48575999999999997,0.2899505327036204,-0.2899505327036204,0.0,0.0741151322381892,-11.980579711534412,11.976517627080842,30.004719916773084,0.11649051220030042,1.0,-1.0,0.0,48.0,-41.92974991672895,-6.070250083271045,0.0036002437094969646,0.48575999999999997,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00013,60.0,0.0,0.0,0.48624,0.3527896469431211,-0.3527896469431211,0.0,0.08029425143914015,-11.981006704544985,11.976606240627573,30.00536567673154,0.14181137306505484,1.0,-1.0,0.0,48.0,-41.92696246718049,-6.073037532819507,0.0039002940319608974,0.48624,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00014,60.0,0.0,0.0,0.48672,0.4155313014098921,-0.4155313014098921,0.0,0.08647427024157626,-11.98148421916867,11.976745394719996,30.006138009486875,0.16711962382095796,1.0,-1.0,0.0,48.0,-41.92425036918355,-6.075749630816459,0.0042003514449409415,0.48672,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00015,60.0,0.0,0.0,0.48719999999999997,0.467307420582453,-0.467307420582453,0.0,0.0926552978139675,-11.982011669230285,11.976934502461361,30.007035445675722,0.18804195052779685,0.0,-1.0,0.0,0.0,-17.92161268816952,17.92161268816952,0.00450041721324658,0.48719999999999997,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00016,60.0,0.0,0.0,0.48768,0.445419807604671,-0.445419807604671,0.0,0.09883709570367549,-11.982547481773832,11.97713200922411,30.007953873180142,0.17932872120640128,0.0,-1.0,0.0,0.0,-17.91898720225919,17.91898720225919,0.004800492196145983,0.48768,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00017,60.0,0.0,0.0,0.48816,0.4235502731298777,-0.4235502731298777,0.0,0.10501945531923414,-11.983065873790942,11.977312148687746,30.008828729598093,0.17061351807150169,0.0,-1.0,0.0,0.0,-17.9163353579236,17.9163353579236,0.005100576145473222,0.48816,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00018,60.0,0.0,0.0,0.48863999999999996,0.4016988221664521,-0.4016988221664521,0.0,0.11120235022802981,-11.983566838083176,11.977474920358684,30.009660005092492,0.16189635392387822,0.0,-1.0,0.0,0.0,-17.913657164286256,17.913657164286256,0.005400668625468194,0.48863999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00019,60.0,0.0,0.0,0.48912,0.37986545977509,-0.37986545977509,0.0,0.11738575398359813,-11.984050367482572,11.9776203237739,30.01044768989036,0.1531772415967055,0.0,-1.0,0.0,0.0,-17.910952630523386,17.910952630523386,0.0057007692002727425,0.48912,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0002,60.0,0.0,0.0,0.4896,0.3580501910687035,-0.3580501910687035,0.0,0.12356964012545243,-11.984516454851768,11.97774835850087,30.011191774282935,0.1444561939555461,0.0,-1.0,0.0,0.0,-17.908221765864027,17.908221765864027,0.0060008774339313075,0.4896,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00021,60.0,0.0,0.0,0.49007999999999996,0.40382171308480264,-0.40382171308480264,0.0,0.1297542210282242,-11.984986878152313,11.977880796125309,30.011946801030128,0.16300826922970654,1.0,-1.0,0.0,48.0,-41.90549712468735,-6.094502875312644,0.006300993035867722,0.49007999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00022,60.0,0.0,0.0,0.49056,0.4663996326383715,-0.4663996326383715,0.0,0.13594003854320041,-11.985506552374954,11.978062527227847,30.01282524556719,0.18836741262420356,1.0,-1.0,0.0,48.0,-41.90284578414372,-6.097154215856275,0.006601116790437608,0.49056,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00023,60.0,0.0,0.0,0.49104,0.5288802737075076,-0.5288802737075076,0.0,0.14212722034715092,-11.986076814240244,11.97829488681248,30.013830453791407,0.21371373704760843,1.0,-1.0,0.0,48.0,-41.90026968375902,-6.099730316240976,0.006901249963324713,0.49104,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00024,60.0,0.0,0.0,0.49151999999999996,0.591263677622877,-0.591263677622877,0.0,0.14831588007429697,-11.986697638699937,11.978577848888982,30.014962361502448,0.23904720034953353,1.0,-1.0,0.0,48.0,-41.8977687282018,-6.102231271798198,0.007201393821845082,0.49151999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00025,60.0,0.0,0.0,0.492,0.6467570879236796,-0.6467570879236796,0.0,0.15450612846558445,-11.98736878009254,11.978911167018028,30.01622035208534,0.2616200029743944,0.0,-1.0,0.0,0.0,-17.895342492831507,17.895342492831507,0.00750154963252374,0.492,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00026,60.0,0.0,0.0,0.49248,0.6245060983217519,-0.6245060983217519,0.0,0.16069754626360006,-11.988051043146507,11.979255674163031,30.017506281498946,0.25275142811381907,0.0,-1.0,0.0,0.0,-17.89293242260448,17.89293242260448,0.0078017183026440565,0.49248,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00027,60.0,0.0,0.0,0.49295999999999995,0.6022734088325998,-0.6022734088325998,0.0,0.16688975382420992,-11.988715556505644,11.979582525020271,30.018747863033376,0.24388085339467028,0.0,-1.0,0.0,0.0,-17.89049542636099,17.89049542636099,0.008101899610327448,0.49295999999999995,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00028,60.0,0.0,0.0,0.49344,0.5800590243405621,-0.5800590243405621,0.0,0.17308272407068592,-11.989362312946696,11.979891719115235,30.019945086720703,0.23500829136722035,0.0,-1.0,0.0,0.0,-17.88803151355324,17.88803151355324,0.008402093112045228,0.49344,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00029,60.0,0.0,0.0,0.49391999999999997,0.5578629497836425,-0.5578629497836425,0.0,0.1792764299099318,-11.989991305276634,11.980183256003189,30.021097942655835,0.22613375461568844,0.0,-1.0,0.0,0.0,-17.88554069368654,17.88554069368654,0.008702298364169348,0.49391999999999997,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0003,60.0,0.0,0.0,0.49439999999999995,0.5356851901534126,-0.5356851901534126,0.0,0.18547084423230958,-11.990602526332813,11.980457135269157,30.022206420996678,0.2172572557582377,0.0,-1.0,0.0,0.0,-17.88302297631941,17.88302297631941,0.009002514922973024,0.49439999999999995,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00031,60.0,0.0,0.0,0.49488,0.581094442258696,-0.581094442258696,0.0,0.1916662930101023,-11.991217871380432,11.980735239614297,30.023325350459004,0.23579687446249473,1.0,-1.0,0.0,48.0,-41.88051102879946,-6.119488971200539,0.009302742490870496,0.49488,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00032,60.0,0.0,0.0,0.49535999999999997,0.6433103118841944,-0.6433103118841944,0.0,0.1978635534739933,-11.991882497140699,11.981062688536841,30.024567795808807,0.26117909130084854,1.0,-1.0,0.0,48.0,-41.87807216037019,-6.121927839629807,0.009602981850842596,0.49535999999999997,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00033,60.0,0.0,0.0,0.49583999999999995,0.7054291216200563,-0.7054291216200563,0.0,0.20406276051530747,-11.992597747209095,11.981440823561513,30.025937119595802,0.28654824242094723,1.0,-1.0,0.0,48.0,-41.8757083169084,-6.124291683091595,0.00990323426971482,0.49583999999999995,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00034,60.0,0.0,0.0,0.49632,0.7674509114098772,-0.7674509114098772,0.0,0.21026402785262419,-11.993363596076868,11.98186961827474,30.027433256387777,0.311904286407799,1.0,-1.0,0.0,48.0,-41.87341940238686,-6.126580597613138,0.010203501015944551,0.49632,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00035,60.0,0.0,0.0,0.49679999999999996,0.8266585124315416,-0.8266585124315416,0.0,0.21646746852182272,-11.994179982677093,11.982349010750227,30.029056051728116,0.3361422896692485,0.0,-1.0,0.0,0.0,-17.87120526782786,17.87120526782786,0.010503783357324296,0.49679999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00036,60.0,0.0,0.0,0.49727999999999994,0.8040407716812271,-0.8040407716812271,0.0,0.22267251306389296,-11.995010436661346,11.98284256708101,30.030714197311493,0.3271156044611521,0.0,-1.0,0.0,0.0,-17.869011528879735,17.869011528879735,0.010804082246180685,0.49727999999999994,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00037,60.0,0.0,0.0,0.49776,0.7814415471534484,-0.7814415471534484,0.0,0.22887857557814703,-11.99582280665837,11.983318173206593,30.032327204390732,0.3180868900571638,0.0,-1.0,0.0,0.0,-17.866790288746703,17.866790288746703,0.011104397490808838,0.49776,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00038,60.0,0.0,0.0,0.49823999999999996,0.7588608436247375,-0.7588608436247375,0.0,0.2350856283346843,-11.996617085412463,11.983775828666353,30.033895062850554,0.3090561587465362,0.0,-1.0,0.0,0.0,-17.864541557205243,17.864541557205243,0.011404728639773092,0.49823999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00039,60.0,0.0,0.0,0.49871999999999994,0.7362986659266484,-0.7362986659266484,0.0,0.24129364358459518,-11.997393265697886,11.984215533028648,30.035417762637227,0.30002342285407907,0.0,-1.0,0.0,0.0,-17.862265344085294,17.862265344085294,0.01170507524153693,0.49871999999999994,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0004,60.0,0.0,0.0,0.4992,0.7137550189456617,-0.7137550189456617,0.0,0.24750259355978346,-11.998151340319053,11.984637285890809,30.03689529375873,0.29098869474016,0.0,-1.0,0.0,0.0,-17.859961659270443,17.859961659270443,0.012005436844463613,0.4992,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00041,60.0,0.0,0.0,0.49967999999999996,0.7587985992774781,-0.7587985992774781,0.0,0.2537129191063582,-11.99891332194712,11.985063081134141,30.038382771094284,0.30951318851055293,1.0,-1.0,0.0,48.0,-41.857663282554526,-6.1423367174454775,0.012305813143819481,0.49967999999999996,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00042,60.0,0.0,0.0,0.5001599999999999,0.8206490116873496,-0.8206490116873496,0.0,0.2599256354961831,-11.999724609259186,11.985538267325458,30.03999384920881,0.33491584277591485,1.0,-1.0,0.0,48.0,-41.85543775420696,-6.144562245793043,0.012606204921076601,0.5001599999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00043,60.0,0.0,0.0,0.50064,0.8824025773859691,-0.8824025773859691,0.0,0.26614088494232596,-12.000586552736442,11.986064192531172,30.041731907342758,0.3603051894772184,1.0,-1.0,0.0,48.0,-41.853287026428234,-6.1467129735717645,0.012906613444070411,0.50064,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00044,60.0,0.0,0.0,0.5011199999999999,0.9440593349383146,-0.9440593349383146,0.0,0.27235878127488183,-12.001499126413584,11.986640829931053,30.043596878856462,0.38568118791443423,1.0,-1.0,0.0,48.0,-41.851211002500406,-6.1487889974995955,0.013207039982268078,0.5011199999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00045,60.0,0.0,0.0,0.5015999999999999,1.005619322702231,-1.005619322702231,0.0,0.2785794382873189,-12.002462304243208,11.987268152635272,30.04558869690731,0.41104379760322707,1.0,-1.0,0.0,48.0,-41.849209585613224,-6.1507904143867815,0.013507485804469354,0.5015999999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00046,60.0,0.0,0.0,0.50208,0.9839900507965665,-0.9839900507965665,0.0,0.2848021717591693,-12.003442666446063,11.987912783544255,30.047623702162372,0.4024115445001412,0.0,-1.0,0.0,0.0,-17.8472330308877,17.8472330308877,0.01380795190463595,0.50208,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00047,60.0,0.0,0.0,0.5025599999999999,0.9610208566840277,-0.9610208566840277,0.0,0.29102615185616487,-12.004404614061352,11.988539174268965,30.049612786594817,0.3932218858151947,0.0,-1.0,0.0,0.0,-17.845228405371557,17.845228405371557,0.01410843812536998,0.5025599999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00048,60.0,0.0,0.0,0.5030399999999999,0.9380703940905171,-0.9380703940905171,0.0,0.29725134997880387,-12.005348130876442,11.9891473154519,30.051555917603928,0.3840301771723983,0.0,-1.0,0.0,0.0,-17.84319570590072,17.84319570590072,0.01440894400718976,0.5030399999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00049,60.0,0.0,0.0,0.50352,0.9151386677574445,-0.9151386677574445,0.0,0.3034777377127338,-12.006273209625025,11.989737206669059,30.05345308497003,0.37483643062654914,0.0,-1.0,0.0,0.0,-17.841134942625203,17.841134942625203,0.014709469090509908,0.50352,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0005,60.0,0.0,0.0,0.5039999999999999,0.8922256824825144,-0.8922256824825144,0.0,0.3097052866216398,-12.007179843070674,11.990308847524556,30.055304278533836,0.3656406582696739,0.0,-1.0,0.0,0.0,-17.83904612574907,17.83904612574907,0.015010012915643148,0.5039999999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00051,60.0,0.0,0.0,0.5044799999999999,0.9369001346639845,-0.9369001346639845,0.0,0.31593455373648494,-12.008090161415925,11.990884343175962,30.057164899612946,0.38414735567349706,1.0,-1.0,0.0,48.0,-41.83696214701568,-6.163037852984321,0.015310575170567954,0.5044799999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00052,60.0,0.0,0.0,0.50496,0.9983816280581717,-0.9983816280581717,0.0,0.32216679510513657,-12.009049805567228,11.991509271474717,30.059149193179017,0.4095678166603226,1.0,-1.0,0.0,48.0,-41.83495077670577,-6.165049223294234,0.01561115663511332,0.50496,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00053,60.0,0.0,0.0,0.5054399999999999,1.0597664825046282,-1.0597664825046282,0.0,0.328402160372557,-12.010060132903597,11.99218498705181,30.061260555205152,0.4349747330138871,1.0,-1.0,0.0,48.0,-41.833013973317335,-6.166986026682672,0.01591175857799309,0.5054399999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00054,60.0,0.0,0.0,0.5059199999999999,1.1210547351979125,-1.1210547351979125,0.0,0.3346407635082735,-12.011121117007002,11.992911462697053,30.06349891786808,0.460368064728209,1.0,-1.0,0.0,48.0,-41.83115163944642,-6.168848360553582,0.016212382269552905,0.5059199999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00055,60.0,0.0,0.0,0.5064,1.182246423127868,-1.182246423127868,0.0,0.34088271845087975,-12.012232731377816,11.99368867113317,30.065864213145034,0.48574777200850955,1.0,-1.0,0.0,48.0,-41.82936367759663,-6.1706363224033645,0.016513028979459186,0.5064,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.00056,60.0,0.0,0.0,0.5068799999999999,1.1643196136533964,-1.1643196136533964,0.0,0.34712725690379564,-12.0133645875902,11.994486271145384,30.068280380405415,0.47862940304114465,0.0,-1.0,0.0,0.0,-17.827604936488587,17.827604936488587,0.016813699739672845,0.5068799999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00057,60.0,0.0,0.0,0.5073599999999999,1.140976960910231,-1.140976960910231,0.0,0.35337327459261286,-12.014477818885437,11.99526546138748,30.07065014467983,0.46927595797670135,0.0,-1.0,0.0,0.0,-17.825817733533892,17.825817733533892,0.01711439443127096,0.5073599999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00058,60.0,0.0,0.0,0.50784,1.1176532447237941,-1.1176532447237941,0.0,0.359620738383406,-12.01557227448831,11.99602609820061,30.072973136507482,0.4599204262956217,0.0,-1.0,0.0,0.0,-17.824001866253063,17.824001866253063,0.017415112586658288,0.50784,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.00059,60.0,0.0,0.0,0.5083199999999999,1.094348469761723,-1.094348469761723,0.0,0.3658696191862399,-12.016647947083833,11.996768181162675,30.07524934548471,0.45056281977192414,0.0,-1.0,0.0,0.0,-17.82215734511147,17.82215734511147,0.017715853738058278,0.5083199999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0006,60.0,0.0,0.0,0.5087999999999999,1.0710626407493278,-1.0710626407493278,0.0,0.3721198878863014,-12.017704829386595,11.997491709878803,30.077478761266818,0.44120315021858825,0.0,-1.0,0.0,0.0,-17.82028418062895,17.82028418062895,0.01801661741759066,0.5087999999999999,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
